GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0051171	regulation of nitrogen compound metabolic process	0.012326885249391633	0.012326885249391633	+1	ENSG00000148400,ENSG00000132535,ENSG00000145687,ENSG00000089250,ENSG00000103254,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000116030,ENSG00000221874,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000146757,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136159,ENSG00000130726,ENSG00000108788,ENSG00000004468
GO:0038134	ERBB2-EGFR signaling pathway	0.01292223480247453	0.01292223480247453	+1	ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:1901575	organic substance catabolic process	0.012960920027093863	0.012960920027093863	+1	ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000213965,ENSG00000116030,ENSG00000139160,ENSG00000166321,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000146648,ENSG00000140876,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000112874
GO:0023058	adaptation of signaling pathway	0.01317873460163497	0.01317873460163497	+1	ENSG00000137486,ENSG00000141480,ENSG00000100077,ENSG00000173020
GO:0044093	positive regulation of molecular function	0.013327406385179718	0.013327406385179718	+1	ENSG00000132535,ENSG00000088832,ENSG00000120899,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0046849	bone remodeling	0.01360609067118755	0.01360609067118755	+1	ENSG00000120899,ENSG00000197122,ENSG00000163501,ENSG00000146648,ENSG00000004468,ENSG00000103653
GO:0051094	positive regulation of developmental process	0.01372812704098986	0.01372812704098986	+1	ENSG00000148400,ENSG00000132535,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798
GO:0046649	lymphocyte activation	0.013997820045722732	0.013997820045722732	+1	ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000119782,ENSG00000197122,ENSG00000180900,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000004468,ENSG00000103653
GO:0003013	circulatory system process	0.014332825531020535	0.014332825531020535	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468
GO:0060341	regulation of cellular localization	0.014685326391988433	0.014685326391988433	+1	ENSG00000089250,ENSG00000109971,ENSG00000088832,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:0032880	regulation of protein localization	0.014746002410996082	0.014746002410996082	+1	ENSG00000109971,ENSG00000088832,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	0.014910261528839076	0.014910261528839076	+1	ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000089159
GO:0045893	positive regulation of DNA-templated transcription	0.015161683120436273	0.015161683120436273	+1	ENSG00000148400,ENSG00000145687,ENSG00000089250,ENSG00000137486,ENSG00000188612,ENSG00000160691,ENSG00000198363,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000130726,ENSG00000108788,ENSG00000004468
GO:0016310	phosphorylation	0.015274179450649758	0.015274179450649758	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000204256,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
GO:0009792	embryo development ending in birth or egg hatching	0.015532246355676042	0.015532246355676042	+1	ENSG00000148400,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000130726
GO:1902680	positive regulation of RNA biosynthetic process	0.015606444186127447	0.015606444186127447	+1	ENSG00000148400,ENSG00000145687,ENSG00000089250,ENSG00000137486,ENSG00000188612,ENSG00000160691,ENSG00000198363,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000130726,ENSG00000108788,ENSG00000004468
GO:0060429	epithelium development	0.015959755686753656	0.015959755686753656	+1	ENSG00000148400,ENSG00000105426,ENSG00000133835,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726
GO:0006195	purine nucleotide catabolic process	0.016290765931782594	0.016290765931782594	+1	ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874
GO:0050679	positive regulation of epithelial cell proliferation	0.016443771283271576	0.016443771283271576	+1	ENSG00000148400,ENSG00000169083,ENSG00000168214,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0001763	morphogenesis of a branching structure	0.016443771283271576	0.016443771283271576	+1	ENSG00000148400,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000164690,ENSG00000163501,ENSG00000138798
GO:0042063	gliogenesis	0.016509001069342628	0.016509001069342628	+1	ENSG00000148400,ENSG00000120899,ENSG00000177885,ENSG00000180900,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000103653
GO:0032413	negative regulation of ion transmembrane transporter activity	0.016782423399327694	0.016782423399327694	+1	ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0007179	transforming growth factor beta receptor signaling pathway	0.017038893751852975	0.017038893751852975	+1	ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000169398,ENSG00000108175,ENSG00000089159
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.017038893751852975	0.017038893751852975	+1	ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648
GO:0098660	inorganic ion transmembrane transport	0.01719960051251491	0.01719960051251491	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0001934	positive regulation of protein phosphorylation	0.017452803934294766	0.017452803934294766	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	0.019313597829867826	0.019313597829867826	+1	ENSG00000198363,ENSG00000186439,ENSG00000160014
GO:0035148	tube formation	0.019445770321956074	0.019445770321956074	+1	ENSG00000148400,ENSG00000204256,ENSG00000142875,ENSG00000180900,ENSG00000072062,ENSG00000164690,ENSG00000138798
GO:0045937	positive regulation of phosphate metabolic process	0.019480781605276314	0.019480781605276314	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0010562	positive regulation of phosphorus metabolic process	0.019480781605276314	0.019480781605276314	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0042391	regulation of membrane potential	0.019864116402493394	0.019864116402493394	+1	ENSG00000132535,ENSG00000141480,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000160014,ENSG00000118729
GO:0072523	purine-containing compound catabolic process	0.020309039839316454	0.020309039839316454	+1	ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874
GO:0019220	regulation of phosphate metabolic process	0.020465643751614325	0.020465643751614325	+1	ENSG00000132535,ENSG00000089250,ENSG00000103254,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0002027	regulation of heart rate	0.020692533962047368	0.020692533962047368	+1	ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0051174	regulation of phosphorus metabolic process	0.02071252461301639	0.02071252461301639	+1	ENSG00000132535,ENSG00000089250,ENSG00000103254,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:1901020	negative regulation of calcium ion transmembrane transporter activity	0.021088899681149048	0.021088899681149048	+1	ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0048878	chemical homeostasis	0.023349979495793705	0.023349979495793705	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000161533,ENSG00000160014,ENSG00000118729
GO:0065008	regulation of biological quality	0.023607070399715848	0.023607070399715848	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000133835,ENSG00000141480,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000118729,ENSG00000126243,ENSG00000004468
GO:0006812	monoatomic cation transport	0.023944162662608088	0.023944162662608088	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729
GO:0007162	negative regulation of cell adhesion	0.024250687672293464	0.024250687672293464	+1	ENSG00000148400,ENSG00000110031,ENSG00000197122,ENSG00000184292,ENSG00000180900,ENSG00000169398,ENSG00000164690,ENSG00000163501,ENSG00000141736
GO:0043267	negative regulation of potassium ion transport	0.024370321572903978	0.024370321572903978	+1	ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000118729
GO:0007417	central nervous system development	0.02455186662298804	0.02455186662298804	+1	ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
GO:0002253	activation of immune response	0.02488383439292924	0.02488383439292924	+1	ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000004468,ENSG00000103653
GO:0051926	negative regulation of calcium ion transport	0.025630896698357716	0.025630896698357716	+1	ENSG00000089250,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0048754	branching morphogenesis of an epithelial tube	0.02618324607322016	0.02618324607322016	+1	ENSG00000148400,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000164690,ENSG00000163501,ENSG00000138798
GO:0071407	cellular response to organic cyclic compound	0.026813130560956175	0.026813130560956175	+1	ENSG00000198838,ENSG00000109971,ENSG00000141480,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000108175,ENSG00000146648,ENSG00000118729
GO:0002682	regulation of immune system process	0.026889883946807542	0.026889883946807542	+1	ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000004468,ENSG00000103653
GO:0051240	positive regulation of multicellular organismal process	0.02697980000685579	0.02697980000685579	+1	ENSG00000148400,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000004468,ENSG00000103653
GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	0.027491583838164215	0.027491583838164215	+1	ENSG00000148400,ENSG00000169083,ENSG00000164690
GO:0051641	cellular localization	0.027742457434337463	0.027742457434337463	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:0022029	telencephalon cell migration	0.027770289515562874	0.027770289515562874	+1	ENSG00000139197,ENSG00000108175,ENSG00000080815,ENSG00000162928,ENSG00000146648
GO:0055082	intracellular chemical homeostasis	0.02792187287216861	0.02792187287216861	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.028912640009779982	0.028912640009779982	+1	ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000169398,ENSG00000080815,ENSG00000138798
GO:0040007	growth	0.029116321859213316	0.029116321859213316	+1	ENSG00000148400,ENSG00000105426,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000108175,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000130726,ENSG00000127947,ENSG00000004468
GO:1901565	organonitrogen compound catabolic process	0.029512313873015134	0.029512313873015134	+1	ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000120899,ENSG00000213965,ENSG00000116030,ENSG00000166321,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000140876,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000112874
GO:0032410	negative regulation of transporter activity	0.030046429451111797	0.030046429451111797	+1	ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0002684	positive regulation of immune system process	0.0310527804854369	0.0310527804854369	+1	ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000004468,ENSG00000103653
GO:0007420	brain development	0.03153915401425573	0.03153915401425573	+1	ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000138798
GO:0021915	neural tube development	0.03209412621501422	0.03209412621501422	+1	ENSG00000148400,ENSG00000204256,ENSG00000142875,ENSG00000180900,ENSG00000080815,ENSG00000072062,ENSG00000164690
GO:0044242	cellular lipid catabolic process	0.03232914394122953	0.03232914394122953	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876
GO:0097435	supramolecular fiber organization	0.03306905351401224	0.03306905351401224	+1	ENSG00000140368,ENSG00000109971,ENSG00000137486,ENSG00000050820,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000197122,ENSG00000184292,ENSG00000143318,ENSG00000186439,ENSG00000080815,ENSG00000164690,ENSG00000089159
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.03321427286568944	0.03321427286568944	+1	ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000089159
GO:0019395	fatty acid oxidation	0.033913413371322136	0.033913413371322136	+1	ENSG00000133835,ENSG00000139197,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521
GO:0043408	regulation of MAPK cascade	0.03445128394018388	0.03445128394018388	+1	ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
GO:0021885	forebrain cell migration	0.03503346990275914	0.03503346990275914	+1	ENSG00000139197,ENSG00000108175,ENSG00000080815,ENSG00000162928,ENSG00000146648
GO:0043410	positive regulation of MAPK cascade	0.035576593490844646	0.035576593490844646	+1	ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000169083,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0048259	regulation of receptor-mediated endocytosis	0.03572732676854627	0.03572732676854627	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000137312,ENSG00000180900,ENSG00000138798
GO:0033085	negative regulation of T cell differentiation in thymus	0.03766495019166553	0.03766495019166553	+1	ENSG00000164690,ENSG00000163501,ENSG00000141736
GO:0060767	epithelial cell proliferation involved in prostate gland development	0.03766495019166553	0.03766495019166553	+1	ENSG00000148400,ENSG00000169083,ENSG00000164690
GO:0042110	T cell activation	0.03855847512022513	0.03855847512022513	+1	ENSG00000088832,ENSG00000132589,ENSG00000119782,ENSG00000197122,ENSG00000180900,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000103653
GO:0030162	regulation of proteolysis	0.03855847512022513	0.03855847512022513	+1	ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000138798,ENSG00000136159
GO:0001649	osteoblast differentiation	0.0390748289278774	0.0390748289278774	+1	ENSG00000148400,ENSG00000139549,ENSG00000133835,ENSG00000169398,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501
GO:0010631	epithelial cell migration	0.040446146183849674	0.040446146183849674	+1	ENSG00000148400,ENSG00000110031,ENSG00000050820,ENSG00000120899,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000089159,ENSG00000138798
GO:0090132	epithelium migration	0.04369858177164498	0.04369858177164498	+1	ENSG00000148400,ENSG00000110031,ENSG00000050820,ENSG00000120899,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000089159,ENSG00000138798
GO:0009166	nucleotide catabolic process	0.04382163182983714	0.04382163182983714	+1	ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874
GO:0007204	positive regulation of cytosolic calcium ion concentration	0.04382163182983714	0.04382163182983714	+1	ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000004468
GO:0044087	regulation of cellular component biogenesis	0.04390602603658583	0.04390602603658583	+1	ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000072062,ENSG00000171806,ENSG00000089159,ENSG00000130726,ENSG00000126243
GO:0034763	negative regulation of transmembrane transport	0.04600903713540021	0.04600903713540021	+1	ENSG00000089250,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0034440	lipid oxidation	0.04600903713540021	0.04600903713540021	+1	ENSG00000133835,ENSG00000139197,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521
GO:0006810	transport	0.04803338750278201	0.04803338750278201	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000140368,ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000197122,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000138798,ENSG00000118729,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:0030908	protein splicing	0.04843969094554689	0.04843969094554689	+1	ENSG00000164690,ENSG00000163501
GO:0061344	regulation of cell adhesion involved in heart morphogenesis	0.04843969094554689	0.04843969094554689	+1	ENSG00000148400,ENSG00000168214
GO:0016539	intein-mediated protein splicing	0.04843969094554689	0.04843969094554689	+1	ENSG00000164690,ENSG00000163501
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.04904290053694671	0.04904290053694671	+1	ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000169398,ENSG00000080815,ENSG00000164690,ENSG00000138798
GO:0033017	sarcoplasmic reticulum membrane	3.405210150673196e-10	3.405210150673196e-10	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729
GO:0016529	sarcoplasmic reticulum	1.6501819941755163e-9	1.6501819941755163e-9	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729
GO:0016528	sarcoplasm	1.4899438922972285e-8	1.4899438922972285e-8	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729
GO:0034704	calcium channel complex	1.492071940755596e-7	1.492071940755596e-7	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0014701	junctional sarcoplasmic reticulum membrane	2.547677599076898e-7	2.547677599076898e-7	+1	ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729
GO:0031907	microbody lumen	0.0000023508483669819495	0.0000023508483669819495	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000161533,ENSG00000156521,ENSG00000140876,ENSG00000112874
GO:0005782	peroxisomal matrix	0.0000023508483669819495	0.0000023508483669819495	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000161533,ENSG00000156521,ENSG00000140876,ENSG00000112874
GO:0034703	cation channel complex	0.0000030428982774348346	0.0000030428982774348346	+1	ENSG00000132535,ENSG00000198838,ENSG00000088832,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0098797	plasma membrane protein complex	0.000008009123009381773	0.000008009123009381773	+1	ENSG00000132535,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000078369,ENSG00000137312,ENSG00000143801,ENSG00000196218,ENSG00000141404,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000127588
GO:0030018	Z disc	0.000009562153589070508	0.000009562153589070508	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000080815,ENSG00000118729
