# version: e111_eg58_p18_f463989d
# date: 10/1/2024, 1:22:27 PM
# organism: hsapiens
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000172824,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000129007,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000167378,ENSG00000152229,ENSG00000221886,ENSG00000206069,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000067365,ENSG00000214562,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000188100,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000185522,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146700,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000135617,ENSG00000130950,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653>
# query genes not included: ,
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","adaptation of signaling pathway","GO:0023058","false","0.01317873460163497","1.880126287914252","25","104","4","21031","ENSG00000137486,ENSG00000141480,ENSG00000100077,ENSG00000173020"
"GO:BP","positive regulation of molecular function","GO:0044093","false","0.013327406385179718","1.8752543593783249","1097","104","18","21031","ENSG00000132535,ENSG00000088832,ENSG00000120899,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","bone remodeling","GO:0046849","false","0.01360609067118755","1.8662666392210185","93","104","6","21031","ENSG00000120899,ENSG00000197122,ENSG00000163501,ENSG00000146648,ENSG00000004468,ENSG00000103653"
"GO:BP","positive regulation of developmental process","GO:0051094","false","0.01372812704098986","1.862388710487096","1328","104","20","21031","ENSG00000148400,ENSG00000132535,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798"
"GO:BP","lymphocyte activation","GO:0046649","true","0.013997820045722732","1.8539395940239163","783","104","15","21031","ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000119782,ENSG00000197122,ENSG00000180900,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000004468,ENSG00000103653"
"GO:BP","circulatory system process","GO:0003013","false","0.014332825531020535","1.8436681856272166","592","104","13","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468"
"GO:BP","regulation of cellular localization","GO:0060341","false","0.014685326391988433","1.8331163965252972","995","104","17","21031","ENSG00000089250,ENSG00000109971,ENSG00000088832,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of protein localization","GO:0032880","false","0.014746002410996082","1.8313256994250395","889","104","16","21031","ENSG00000109971,ENSG00000088832,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000004468,ENSG00000103653"
"GO:BP","transforming growth factor beta receptor superfamily signaling pathway","GO:0141091","false","0.014910261528839076","1.826514738871918","341","104","10","21031","ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000089159"
"GO:BP","positive regulation of DNA-templated transcription","GO:0045893","true","0.015161683120436273","1.8192525843673337","1703","104","23","21031","ENSG00000148400,ENSG00000145687,ENSG00000089250,ENSG00000137486,ENSG00000188612,ENSG00000160691,ENSG00000198363,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000130726,ENSG00000108788,ENSG00000004468"
"GO:BP","phosphorylation","GO:0016310","false","0.015274179450649758","1.816042111339211","1579","104","22","21031","ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000204256,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"GO:BP","embryo development ending in birth or egg hatching","GO:0009792","false","0.015532246355676042","1.8087657297624695","691","104","14","21031","ENSG00000148400,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000130726"
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","false","0.015606444186127447","1.8066960364798952","1706","104","23","21031","ENSG00000148400,ENSG00000145687,ENSG00000089250,ENSG00000137486,ENSG00000188612,ENSG00000160691,ENSG00000198363,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000130726,ENSG00000108788,ENSG00000004468"
"GO:BP","epithelium development","GO:0060429","false","0.015959755686753656","1.7969737611498797","1225","104","19","21031","ENSG00000148400,ENSG00000105426,ENSG00000133835,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726"
"GO:BP","purine nucleotide catabolic process","GO:0006195","false","0.016290765931782594","1.7880584962853014","146","104","7","21031","ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874"
"GO:BP","positive regulation of epithelial cell proliferation","GO:0050679","true","0.016443771283271576","1.7839985724599112","205","104","8","21031","ENSG00000148400,ENSG00000169083,ENSG00000168214,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","morphogenesis of a branching structure","GO:0001763","false","0.016443771283271576","1.7839985724599112","205","104","8","21031","ENSG00000148400,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000164690,ENSG00000163501,ENSG00000138798"
"GO:BP","gliogenesis","GO:0042063","true","0.016509001069342628","1.7822792043384894","345","104","10","21031","ENSG00000148400,ENSG00000120899,ENSG00000177885,ENSG00000180900,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000103653"
"GO:BP","negative regulation of ion transmembrane transporter activity","GO:0032413","false","0.016782423399327694","1.7751453264058283","56","104","5","21031","ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","transforming growth factor beta receptor signaling pathway","GO:0007179","false","0.017038893751852975","1.7685586051715314","206","104","8","21031","ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000169398,ENSG00000108175,ENSG00000089159"
"GO:BP","positive regulation of ERK1 and ERK2 cascade","GO:0070374","false","0.017038893751852975","1.7685586051715314","206","104","8","21031","ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648"
"GO:BP","inorganic ion transmembrane transport","GO:0098660","false","0.01719960051251491","1.7644816401404275","900","104","16","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of protein phosphorylation","GO:0001934","false","0.017452803934294766","1.758134790173727","603","104","13","21031","ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","positive regulation of ryanodine-sensitive calcium-release channel activity","GO:0060316","false","0.019313597829867826","1.7141368162199457","9","104","3","21031","ENSG00000198363,ENSG00000186439,ENSG00000160014"
"GO:BP","tube formation","GO:0035148","false","0.019445770321956074","1.711174848096445","150","104","7","21031","ENSG00000148400,ENSG00000204256,ENSG00000142875,ENSG00000180900,ENSG00000072062,ENSG00000164690,ENSG00000138798"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","false","0.019480781605276314","1.7103936224035625","705","104","14","21031","ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","positive regulation of phosphorus metabolic process","GO:0010562","false","0.019480781605276314","1.7103936224035625","705","104","14","21031","ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","regulation of membrane potential","GO:0042391","false","0.019864116402493394","1.7019307485072355","433","104","11","21031","ENSG00000132535,ENSG00000141480,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000160014,ENSG00000118729"
"GO:BP","purine-containing compound catabolic process","GO:0072523","false","0.020309039839316454","1.692310608468341","151","104","7","21031","ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874"
"GO:BP","regulation of phosphate metabolic process","GO:0019220","false","0.020465643751614325","1.688974589969277","1132","104","18","21031","ENSG00000132535,ENSG00000089250,ENSG00000103254,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","regulation of heart rate","GO:0002027","false","0.020692533962047368","1.6841863233337702","100","104","6","21031","ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","false","0.02071252461301639","1.6837669624933866","1133","104","18","21031","ENSG00000132535,ENSG00000089250,ENSG00000103254,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","negative regulation of calcium ion transmembrane transporter activity","GO:1901020","false","0.021088899681149048","1.6759460790974687","28","104","4","21031","ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","chemical homeostasis","GO:0048878","false","0.023349979495793705","1.6317134964626467","1031","104","17","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000161533,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of biological quality","GO:0065008","false","0.023607070399715848","1.6269579048391092","2846","104","31","21031","ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000133835,ENSG00000141480,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000118729,ENSG00000126243,ENSG00000004468"
"GO:BP","monoatomic cation transport","GO:0006812","false","0.023944162662608088","1.620800345815662","1033","104","17","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729"
"GO:BP","negative regulation of cell adhesion","GO:0007162","false","0.024250687672293464","1.6152759416782967","285","104","9","21031","ENSG00000148400,ENSG00000110031,ENSG00000197122,ENSG00000184292,ENSG00000180900,ENSG00000169398,ENSG00000164690,ENSG00000163501,ENSG00000141736"
"GO:BP","negative regulation of potassium ion transport","GO:0043267","false","0.024370321572903978","1.613138740145751","29","104","4","21031","ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000118729"
"GO:BP","central nervous system development","GO:0007417","false","0.02455186662298804","1.6099154838568481","1035","104","17","21031","ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"GO:BP","activation of immune response","GO:0002253","false","0.02488383439292924","1.6040826976394598","531","104","12","21031","ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000004468,ENSG00000103653"
"GO:BP","negative regulation of calcium ion transport","GO:0051926","false","0.025630896698357716","1.591236199733178","61","104","5","21031","ENSG00000089250,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","branching morphogenesis of an epithelial tube","GO:0048754","false","0.02618324607322016","1.581976512701358","157","104","7","21031","ENSG00000148400,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000164690,ENSG00000163501,ENSG00000138798"
"GO:BP","cellular response to organic cyclic compound","GO:0071407","false","0.026813130560956175","1.5716524771034166","535","104","12","21031","ENSG00000198838,ENSG00000109971,ENSG00000141480,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000108175,ENSG00000146648,ENSG00000118729"
"GO:BP","regulation of immune system process","GO:0002682","false","0.026889883946807542","1.5704110721303561","1512","104","21","21031","ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000004468,ENSG00000103653"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","false","0.02697980000685579","1.5689612739465781","1637","104","22","21031","ENSG00000148400,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of epithelial cell proliferation involved in prostate gland development","GO:0060768","true","0.027491583838164215","1.560800238972087","10","104","3","21031","ENSG00000148400,ENSG00000169083,ENSG00000164690"
"GO:BP","cellular localization","GO:0051641","false","0.027742457434337463","1.5568550716368381","3621","104","36","21031","ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729,ENSG00000130726,ENSG00000004468,ENSG00000103653"
"GO:BP","telencephalon cell migration","GO:0022029","false","0.027770289515562874","1.5564195925451705","62","104","5","21031","ENSG00000139197,ENSG00000108175,ENSG00000080815,ENSG00000162928,ENSG00000146648"
"GO:BP","intracellular chemical homeostasis","GO:0055082","false","0.02792187287216861","1.5540554545743537","728","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of ubiquitin-dependent protein catabolic process","GO:2000060","false","0.028912640009779982","1.5389122511403857","106","104","6","21031","ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000169398,ENSG00000080815,ENSG00000138798"
"GO:BP","growth","GO:0040007","true","0.029116321859213316","1.5358634884640554","939","104","16","21031","ENSG00000148400,ENSG00000105426,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000108175,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000130726,ENSG00000127947,ENSG00000004468"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","false","0.029512313873015134","1.5299967388942368","1399","104","20","21031","ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000120899,ENSG00000213965,ENSG00000116030,ENSG00000166321,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000140876,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000112874"
"GO:BP","negative regulation of transporter activity","GO:0032410","false","0.030046429451111797","1.5222071297115678","63","104","5","21031","ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of immune system process","GO:0002684","false","0.0310527804854369","1.5078995067460716","1054","104","17","21031","ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000004468,ENSG00000103653"
"GO:BP","brain development","GO:0007420","false","0.03153915401425573","1.5011499600834635","736","104","14","21031","ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000138798"
"GO:BP","neural tube development","GO:0021915","false","0.03209412621501422","1.493574443789127","162","104","7","21031","ENSG00000148400,ENSG00000204256,ENSG00000142875,ENSG00000180900,ENSG00000080815,ENSG00000072062,ENSG00000164690"
"GO:BP","cellular lipid catabolic process","GO:0044242","false","0.03232914394122953","1.4904057951262246","225","104","8","21031","ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876"
"GO:BP","supramolecular fiber organization","GO:0097435","false","0.03306905351401224","1.480578235068883","842","104","15","21031","ENSG00000140368,ENSG00000109971,ENSG00000137486,ENSG00000050820,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000197122,ENSG00000184292,ENSG00000143318,ENSG00000186439,ENSG00000080815,ENSG00000164690,ENSG00000089159"
"GO:BP","transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0007178","false","0.03321427286568944","1.4786752507905585","374","104","10","21031","ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000088832,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000089159"
"GO:BP","fatty acid oxidation","GO:0019395","true","0.033913413371322136","1.4696284964582602","109","104","6","21031","ENSG00000133835,ENSG00000139197,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521"
"GO:BP","regulation of MAPK cascade","GO:0043408","false","0.03445128394018388","1.462794588045288","643","104","13","21031","ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"GO:BP","forebrain cell migration","GO:0021885","false","0.03503346990275914","1.4555168456971552","65","104","5","21031","ENSG00000139197,ENSG00000108175,ENSG00000080815,ENSG00000162928,ENSG00000146648"
"GO:BP","positive regulation of MAPK cascade","GO:0043410","false","0.035576593490844646","1.4488356385723615","461","104","11","21031","ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000169083,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","regulation of receptor-mediated endocytosis","GO:0048259","false","0.03572732676854627","1.4469994778670208","110","104","6","21031","ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000137312,ENSG00000180900,ENSG00000138798"
"GO:BP","negative regulation of T cell differentiation in thymus","GO:0033085","true","0.03766495019166553","1.4240626025443954","11","104","3","21031","ENSG00000164690,ENSG00000163501,ENSG00000141736"
"GO:BP","epithelial cell proliferation involved in prostate gland development","GO:0060767","false","0.03766495019166553","1.4240626025443954","11","104","3","21031","ENSG00000148400,ENSG00000169083,ENSG00000164690"
"GO:BP","T cell activation","GO:0042110","false","0.03855847512022513","1.4138801495608724","555","104","12","21031","ENSG00000088832,ENSG00000132589,ENSG00000119782,ENSG00000197122,ENSG00000180900,ENSG00000166407,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000103653"
"GO:BP","regulation of proteolysis","GO:0030162","false","0.03855847512022513","1.4138801495608724","555","104","12","21031","ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000138798,ENSG00000136159"
"GO:BP","osteoblast differentiation","GO:0001649","false","0.0390748289278774","1.4081029146738808","231","104","8","21031","ENSG00000148400,ENSG00000139549,ENSG00000133835,ENSG00000169398,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501"
"GO:BP","epithelial cell migration","GO:0010631","true","0.040446146183849674","1.3931228528112314","304","104","9","21031","ENSG00000148400,ENSG00000110031,ENSG00000050820,ENSG00000120899,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000089159,ENSG00000138798"
"GO:BP","epithelium migration","GO:0090132","false","0.04369858177164498","1.359532657737667","307","104","9","21031","ENSG00000148400,ENSG00000110031,ENSG00000050820,ENSG00000120899,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000089159,ENSG00000138798"
"GO:BP","nucleotide catabolic process","GO:0009166","false","0.04382163182983714","1.358311454217159","170","104","7","21031","ENSG00000213965,ENSG00000166321,ENSG00000080815,ENSG00000072062,ENSG00000140876,ENSG00000136159,ENSG00000112874"
"GO:BP","positive regulation of cytosolic calcium ion concentration","GO:0007204","false","0.04382163182983714","1.358311454217159","170","104","7","21031","ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000004468"
"GO:BP","regulation of cellular component biogenesis","GO:0044087","false","0.04390602603658583","1.3574758693971958","971","104","16","21031","ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000169398,ENSG00000072062,ENSG00000171806,ENSG00000089159,ENSG00000130726,ENSG00000126243"
"GO:BP","negative regulation of transmembrane transport","GO:0034763","false","0.04600903713540021","1.3371568554367497","115","104","6","21031","ENSG00000089250,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","lipid oxidation","GO:0034440","false","0.04600903713540021","1.3371568554367497","115","104","6","21031","ENSG00000133835,ENSG00000139197,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521"
